醫事機構代碼,醫事機構名稱,醫事機構地址,經度,緯度,醫事機構電話,開賣,備註
5935012002,好鄰居藥局,苗栗縣苗栗市建功里中正路222號,120.824,24.56472,(037)350395,0,無
5935012084,苗栗安德藥局,苗栗縣苗栗市高苗里信義街１０號,120.8154,24.55109,(037)350420,0,快篩販賣時段：週一~週六10：00至19:30
5935012146,聯合藥師藥局,苗栗縣苗栗市社寮街１４５號,120.8248,24.56724,(037)264425,0,無
5935012299,瑞展藥局,苗栗縣苗栗市中正路７３號,120.8245,24.56824,(037)271658,0,口罩販賣時段：08:00~10:00
5935012324,上林藥局,苗栗縣苗栗市建功里２４鄰府前路９１號,120.8195,24.56146,(037)320685,0,實名制快篩:早上9:30~售完
5935012342,杏一苗栗中山藥局,苗栗縣苗栗市至公路３８號,120.8196,24.55733,(037)354552,0,販售時間:14:00 -20:00 !週日無販售!!
5935012351,錦岳大藥局,苗栗縣苗栗市民族路１４０號１樓,120.8158,24.56409,(037)353046,0,販售時間：8:30~售完  相關問題可撥打電話詢問。
5935012360,心惠聯合藥局,苗栗縣苗栗市中山路１８１號,120.8235,24.56541,(037)377389,0,口罩販賣時段：10:30-售完 週日預約制
5935012388,苗栗啄木鳥藥局,苗栗縣苗栗市中華路１２０號,120.8246,24.57314,(037)274809,0,0815-2230
5935012413,苗栗藥局,苗栗縣苗栗市光復路５５號,120.8165,24.5532,(037)360789,0,快篩實名制，每天16:00開始販售，售完為止。
5935020013,宏吉藥局,苗栗縣苑裡鎮中正里１０鄰３８之２號,120.6639,24.42953,(037)851535,0,口罩販賣時段：8:00-售完
5935020077,源益藥局,苗栗縣苑裡鎮社苓里８４之５號,120.6756,24.40204,(037)742533,0,口罩販賣時段：12:00-售完。8:00-21:00 家庭式若無外出即營業
5935020111,大眾藥局,苗栗縣苑裡鎮山腳里１０鄰２４８號,120.6854,24.41556,(037)741587,0,無
5935021207,德徽藥局,苗栗縣苑裡鎮南興路１２５號,120.6532,24.44105,(037)869253,0,快篩發售時間:星期一~六早上9點~售完為止
5935021261,永信藥師藥局,苗栗縣苑裡鎮和平路７２－１號,120.6549,24.44096,(037)857069,0,無
5935021323,國豐藥師藥局,苗栗縣苑裡鎮苑北里２鄰天下路１８６號,120.6546,24.44612,(037)866516,0,營業時間內都可領快篩
5935021403,安康藥局,苗栗縣苑裡鎮新興路７８號,120.6532,24.44033,(037)856591,0,快篩試劑星期一至六08:00開始販售，售完為止，星期日休息。
5935021412,信和大心藥局,苗栗縣苑裡鎮為公路３４－３號,120.654,24.44252,(037)861352,0,營業時間皆有販售
5935021421,苑裡啄木鳥藥局,苗栗縣苑裡鎮世界路一段２５號,120.6561,24.44071,(037)854589,0,各醫院診所慢性處方箋、牙科處方皆可免費領藥，全年無休。
5935021430,苑裡藥局,苗栗縣苑裡鎮為公路３２－１號,120.6541,24.44247,(037)851331,0,無
5935021458,沐安藥局,苗栗縣苑裡鎮客庄里信義路１－１０號１樓,120.653,24.43873,(037)868600,0,無
5935030108,吉泰藥局,苗栗縣通霄鎮通西里和平路２９號,120.6797,24.48905,(037)758595,0,快篩領取時間:每周1，3，4，5，6早上9:點開始售完為止；禮拜2下午2點開始售完為止!
5935030153,維康藥局,苗栗縣通霄鎮信義路１０４號,120.6803,24.48809,(037)750000,0,上午8:00-晚上9:00
5935030171,立安藥局,苗栗縣通霄鎮信義路１０７號,120.6804,24.48877,(037)760100,0,快篩實名制 週一到週五上午07:30 假日上午8:00  開始販售  售完為止
5935030180,通霄藥局,苗栗縣通霄鎮中山路１３１號,120.678,24.48903,(037)755155,0,無
5935030199,佑全通霄中山藥局,苗栗縣通霄鎮通西里中山路７５號１樓,120.6775,24.48765,(037)750958,0,慢籤牙科籤領藥全年無休！
5935040033,快樂藥局,苗栗縣竹南鎮照南里中山路１７８號,120.88,24.68714,(037)474158,0,無
5935040257,和安藥局,苗栗縣竹南鎮竹南里博愛街１５號,120.8795,24.68657,(037)472332,0,快篩販售時段:上午8:00起至售完為止（周六到中午／日無）
5935040266,鴻仁大藥局,苗栗縣竹南鎮竹南里博愛街１８１號,120.8741,24.68686,(037)462396,0,無
5935040328,明志藥局,苗栗縣竹南鎮照南里博愛街４號,120.8797,24.68677,(037)472341,0,快篩賣時間:早上6:30~22:00。週六，周日照常。
5935040408,光復藥局,苗栗縣竹南鎮光復路２１６號,120.8794,24.68876,(037)476286,0,無
5935041450,昇暉藥局,苗栗縣竹南鎮民治街１８號,120.8793,24.68492,(037)464347,0,無
5935041469,順春藥局,苗栗縣竹南鎮延平路２７號之１２,120.8767,24.68495,(037)552068,0,星期一至六上午7:50繳交健保卡，15:30-17:30取回健保卡.快篩
5935041610,林新藥局,苗栗縣竹南鎮博愛街１２４號,120.8761,24.68696,(037)471556,0,無
5935041745,瑞士藥師藥局,苗栗縣竹南鎮和平街59號,120.8775,24.68543,(037)552708,0,無
5935041781,惠家藥局,苗栗縣竹南鎮自強街３８號,120.8792,24.69138,(037)463635,0,無
5935041905,米樂中西健保藥局,苗栗縣竹南鎮大營路２０７號,120.8727,24.68686,(037)552116,0,各大醫院診所處方簽調劑窗口快篩試劑販賣時段：（一）~（六）上午08:30至售完（六）營業時間08:30-16:00星期日休息
5935041914,合康連鎖藥局,苗栗縣竹南鎮博愛街２７０號,120.8725,24.68724,(037)474987,0,販售快篩時間為下午17:00開始販售
5935041987,杏一竹南中正藥局,苗栗縣竹南鎮中正路２５７號１樓,120.873,24.68344,(037)480602,0,快篩販賣時段：08:30-售完（發號碼牌統計數量，人需在現場等候結帳。逾時不候）
5935041996,新欣藥局,苗栗縣竹南鎮龍山路一段１６０號１樓,120.8665,24.692,(037)471503,0,無
5935042037,康壯藥局,苗栗縣竹南鎮博愛街４３９號,120.8655,24.68894,(037)463732,0,口罩販賣時段：07:30-售完
5935042046,永安藥局,苗栗縣竹南鎮照南里立達街３號,120.8767,24.68863,(037)469333,0,無
5935042055,崧博藥師藥局,苗栗縣竹南鎮龍山路３段３７號,120.8775,24.70162,(037)639822,0,無
5935042082,樂健藥局,苗栗縣竹南鎮民權街５３－３號２樓,120.8778,24.68577,(037)470988,0,無
5935042091,好心健保藥局,苗栗縣竹南鎮中華路１５７號,120.9236,24.71002,(037)687088,0,快篩販售時間:下午01:00
5935042108,好康健保藥局,苗栗縣竹南鎮科專七路２１９號１樓,120.9025,24.70536,(037)680877,0,無
5935050066,義春藥局,苗栗縣頭份市珊湖里中正三路７２號,120.9557,24.68088,(037)601433,0,口罩販賣時段：營業時間-售完
5935050164,辰安藥局,苗栗縣頭份市尖豐路３２號,120.8803,24.66364,(037)633632,0,無
5935050182,民昌藥局,苗栗縣頭份市忠孝里信東路１３０號,120.9095,24.68911,(037)673 232,0,無
5935050208,三峰藥局,苗栗縣頭份市新華里中正一路７８號,120.9259,24.68655,(037)668239,0,實名制快篩：週一至週六下午1點排隊直接購買；週日休息。
5935050253,泉興藥局,苗栗縣頭份市仁愛里民族路２８號,120.9073,24.68299,(037)664367,0,快篩試劑販賣時段：07:00-23:00
5935050280,李藥局,苗栗縣頭份市珊湖里中正三路２１８號,120.9582,24.6834,(037)601248,0,快篩試劑販賣時段：07:30-開始 營業期間 售完為止
5935050306,康利藥局,苗栗縣頭份市忠孝里仁愛路８６號,120.9067,24.68653,(037)666101,0,快篩於週一至週六早上八點開始販售~售完為止，週日公休。
5935051545,富優藥局,苗栗縣頭份市中華路９３０號,120.9075,24.68572,(037)681635,0,口罩販賣時段：14:30至售完
5935051616,康寧藥局,苗栗縣頭份市中華路９９７號,120.9068,24.68561,(037)594173,0,快篩販售時間為每日08:10開始， 星期日休息
5935051698,信源藥局,苗栗縣頭份市仁愛里信東路３９號,120.9116,24.68637,(037)663580,0,防疫快篩販售 08:00 開始 .13:00-14:00休.週日休
5935051849,懷生中西藥局,苗栗縣頭份市中正路１９號,120.9068,24.68432,(037)672357,0,快篩販賣時段：早上10:00售完為止
5935051858,樂田藥妝藥局,苗栗縣頭份市信東路１３５號,120.9094,24.68924,(037)598995,0,快篩販售時間:早上8點（實際狀況依臉書公告為準）
5935051867,惠祐藥局,苗栗縣頭份市中正路１６５號,120.9103,24.68682,(037)668933,0,無
5935051929,仁方藥局,苗栗縣頭份市自強路１５０巷２－５號１樓,120.907,24.68785,(037)687238,0,正常營業AM08:00-PM10:00
5935051938,吉品藥局,苗栗縣頭份市中正路９號,120.9065,24.68438,(037)676898,0,口罩07:00起發放，發完為止。如有更動不另行通知
5935051947,森品藥局,苗栗縣頭份市建國路２段１５０、１５２、１５６號,120.9032,24.69653,(037)672378,0,營業時間：9:00-22:30
5935051965,頭份瑞士藥局,苗栗縣頭份市建國路二段１００號,120.9046,24.69693,(037)683841,0,無
5935051983,日康藥局,苗栗縣頭份市中央路４０２號１樓,120.8995,24.69356,(037)660061,0,無
5935051992,躍獅祐民藥局,苗栗縣頭份市信義路４５４號１樓,120.8958,24.69637,(037)669387,0,無
5935052006,懷恩中西藥局,苗栗縣頭份市建國路１２８號１樓,120.9099,24.69584,(037)683981,0,營業時間:0730-2300
5935060053,鴻輝大藥局,苗栗縣後龍鎮北龍里中華路６４－１號,120.7879,24.61557,(037)721952,0,AM07:50~PM10:00
5935061425,懷信中西藥局,苗栗縣後龍鎮中山路１０３號,120.7906,24.61415,(037)724618,0,快篩即日起，調整為營業時間0800開始販售，售完為止。
5935061434,千江大藥局,苗栗縣後龍鎮忠孝路５９號,120.7908,24.61298,(037)037728208,0,無
5935061452,後龍藥局,苗栗縣後龍鎮中山路２０９號１樓,120.7931,24.6127,(037)723660,0,快篩實名制，每天16:00開始販售，售完為止。
5935071172,健安藥局,苗栗縣卓蘭鎮上新里上新七之１１號,120.8297,24.30834,(04)25899617,0,每日開門開賣快篩試劑售完為止星期日晚上休息
5935071216,萊恩藥局,苗栗縣卓蘭鎮上新里上新7之1號,120.83,24.30719,(04)25899369,0,快篩販賣時段：開門就賣
5935071243,卓蘭千百岳大藥局,苗栗縣卓蘭鎮中山路８２號,120.8264,24.31205,(04)25895473,0,快篩試劑健保卡購買份／500元
5935071252,國良藥局,苗栗縣卓蘭鎮中山路１１１號１樓,120.8259,24.31214,(042)5899578,0,無
5935071261,林大藥局,苗栗縣卓蘭鎮中正路３２號,120.8254,24.31074,(042)5891630,0,營業即開始販售快篩。若現場有領藥作業將優先處理，請見諒，謝謝:）
5935080055,臺健中西藥局,苗栗縣大湖鄉中正路１９號,120.869,24.42165,(037)990638,0,實名快篩劑上午販售10:-12:.下午15-20販售.星期日停售!
5935081169,景元藥局,苗栗縣大湖鄉中正路９７號,120.8664,24.42265,(037)996465,0,不限時段，售完為止
5935090015,永信藥局,苗栗縣公館鄉館中村榮光街１６號,120.8271,24.50226,(037)223597,0,每日早上8:30開始販售快篩
5935091156,信安藥局,苗栗縣公館鄉大同路７８號,120.8281,24.50026,(037)237849,0,無
5935091245,芳鄰藥局,苗栗縣公館鄉玉泉村玉泉３６８之１１號,120.8267,24.50749,(037)223727,0,快篩販賣時段：14:00~售完
5935091272,杏中藥局,苗栗縣公館鄉館東村５鄰大同路１７４號,120.8283,24.50236,(037)232611,0,快篩販賣時段：早上9:30~售完
5935100025,仁興藥局,苗栗縣銅鑼鄉銅鑼村中正路９７號,120.7868,24.48602,(037)983792,0,快篩販賣時段：07:00-售完
5935120027,裕祥藥局,苗栗縣頭屋鄉頭屋村尖豐路８５號,120.8522,24.57524,(037)253553,0,無
5935130023,民享藥局,苗栗縣三義鄉廣盛村中正路１３４號,120.772,24.41316,(037)871498,0,口罩販賣時段：早上7點開始到售完
5935131075,安康藥局,苗栗縣三義鄉廣盛中正路１１４號,120.7698,24.41377,(037)875958,0,無
5936010020,合裕藥局,臺中市豐原區合作街９６－１號,120.708,24.2396,(04)25238988,0,無
5936010039,裕安藥局,臺中市豐原區南陽路南陽市場１１號,120.7239,24.24718,(04)25223494,0,每日早上8:00開始販售
5936010146,信惠藥局,臺中市豐原區豐田里田心路二段２２５號,120.722,24.23906,(04)25263861,0,週一至週六上午7:30左右開始發售.週日8:00
5936010155,春輝堂藥局,臺中市豐原區北陽里豐東路２２０巷１７號,120.732,24.24929,(04)25280086,0,無
5936010244,惠生藥局,臺中市豐原區社皮里中正路９１８號,120.6996,24.24913,(04)25225760,0,早上8點30分開始販售快篩試劑售完為止
5936010379,瑞輝藥局,臺中市豐原區西勢里西安街５６號,120.7136,24.24937,(04)25262821,0,每日早上8:00開賣
5936010422,謝藥局,臺中市豐原區葫蘆里市前街２３號,120.7155,24.24891,(04)25221812,0,上午7:30開賣 （在法國麵包店對面）
5936010486,輝生藥局,臺中市豐原區鐮村路４１１號,120.7223,24.22695,(04)25379563,0,防疫口罩販售時段早上07:00
5936010628,協安大藥局,臺中市豐原區府前街６３號,120.7184,24.24957,(04)25200808,0,無
5936010780,復生藥局,臺中市豐原區田心路２段２６９號,120.7226,24.23821,(04)25261803,0,無
5936010888,惠笙大藥局,臺中市豐原區三民路１８０號,120.7184,24.25345,(04)25279912,0,無
5936012088,安效藥局,臺中市豐原區西安里西勢路１１４巷３２號,120.7074,24.24539,(04)25269086,0,口罩代售時間，2／12不代售，（星期四，星期日不代售）下午2:00-2:30排隊購買
5936012097,林芳泉藥局,臺中市豐原區中正路二二八號,120.7173,24.25196,(04)25222308,0,每日 9:30 排隊方式販售。
5936012113,錦堂藥局,臺中市豐原區中正路１０６號,120.7208,24.25202,(04)25229969,0,早上 9:00 開始販售
5936012140,美日藥局,臺中市豐原區三民路１８８號１樓,120.7181,24.25348,(04)25228490,0,無
5936012337,恆安大藥局,臺中市豐原區忠孝街４６號,120.7166,24.25276,(04)25226700,0,星期日下午及晚上店休
5936012515,中正藥局,臺中市豐原區中正路１８６號,120.7186,24.25187,(04)25298379,0,無
5936012551,豐原福倫藥局,臺中市豐原區中正路２９６號,120.7156,24.25173,(04)25276618,0,實名制快篩販賣時段：下午2：00起
5936012560,進安藥局,臺中市豐原區西勢路１１５號,120.7085,24.24521,(04)25262681,0,周一至周日早上8:00開始發售快篩，售完為止
5936012677,誠品藥局,臺中市豐原區中山路３４９號,120.715,24.24902,(04)25120495,0,無
5936020017,郭藥局,臺中市東勢區南平里豐勢路３９４號,120.8294,24.25489,(04)25883382,0,週一至週日均於上午8:00發放號碼牌及收健保卡，上午9:30開始販賣
5936020035,劉藥局,臺中市東勢區東安里豐勢路４７６號,120.8285,24.25689,(04)25873198,0,無
5936020080,仁生藥局,臺中市東勢區東安里豐勢路４２１號,120.8286,24.25644,(04)25872245,0,以實際到貨為準*開始販售*售完為止！ （13:00-15:00 休息）週日有庫存會持續販售，均以現場為準！
5936020115,東生藥局,臺中市東勢區中寧里豐勢路４９１號,120.8279,24.258,(04)25873647,0,周一至周日上午9:00至12:00販售
5936021327,千百岳大藥局,臺中市東勢區豐勢路８５號１樓,120.8312,24.24891,(04)25887639,0,周一至周日早上8:40販售。若有時間異動，詳情關注FB:千百岳大藥局
5936021363,小太陽藥局,臺中市東勢區豐勢路４１２之１、４１６號１樓,120.8292,24.25525,(04)25773481,0,早上7:30開始販售，週日公休
5936030095,青三藥局,臺中市大甲區青三路１２巷３８號,120.6473,24.40635,(04)26817301,0,無
5936030479,上慧藥局,臺中市大甲區順天路３４２號,120.6271,24.35031,(04)26873515,0,無
5936031583,日南藥局,臺中市大甲區通天路１７８之１號,120.6547,24.38114,(04)26816949,0,111／12／31，112／01／02（
5936031707,大甲福倫藥局,臺中市大甲區蔣公路２０２號,120.6207,24.34682,(04)26765518,0,實名制快篩早上8點開賣
5936040021,持田健保藥局,臺中市清水區鰲峰路24號,120.5742,24.26938,(04)26229133,0,週一至週六早上8:30準時開始販售. 售完為止.
5936040135,德厚藥局,臺中市清水區慷榔里慷榔２街５０號,121.4874,25.07275,(04)26560733,0,實名制快篩試劑於週一至週日早上08:00販售（一人一卡售完為止）
5936040171,親民大藥局,臺中市清水區鎮北街６１號,120.5747,24.26881,(04)26226012,0,星期一至星期日，上午8:30開始販賣，1人1卡，無發號碼牌，依現場發放為主。
5936041249,清水藥局,臺中市清水區文昌街２９號１樓,120.5766,24.26985,(04)26221425,0,無
5936050060,大原藥局,臺中市沙鹿區洛泉里四平街１４２號,120.5608,24.23651,(04)26626572,0,8:30至21:00執業時段販賣實名制快篩
5936050239,信輝藥局,臺中市沙鹿區美仁里沙田路１４１號,120.5592,24.23637,(04)26622135,0,每日8:00開始販售快篩。
5936050248,濟生一藥局,臺中市沙鹿區沙田路１４６號,120.5596,24.2365,(04)26626826,0,實名制與兒童免費試劑 營業時間開始  *醫院處方 牙科 備藥齊全 全年無休*
5936050364,沙鹿福倫藥局,臺中市沙鹿區中山路４３５號１樓,120.5612,24.24291,(04)26657718,0,實名制快篩早上8 點開賣。 賣完為止。謝謝。
5936051389,康裕藥局,臺中市沙鹿區中山路２８０號１樓,120.5603,24.23822,(04)26633758,0,營業時間8:30-21:30.隨到隨買.
5936051432,日新藥局,臺中市沙鹿區日新街１１７號,120.56,24.23702,(04)26633100,0,*每日下午3:00開始販售*固定周一到周六
5936051441,永富藥局,臺中市沙鹿區中山路２８６號,120.5602,24.23833,(04)26625339,0,*每日9:00開始販賣實名制快篩試劑
5936051478,佑安藥局,臺中市沙鹿區中山路３４６號,120.5607,24.24053,(04)26632798,0,每日早上9點販售，每週日公休.
5936060137,南昌藥局,臺中市梧棲區中央路二段４６５號,120.543,24.26099,(04)26565073,0,防疫口罩 快篩販售時間：每日上午 7:30 即到即領快篩、7:30 販售口罩
5936060164,中港藥局,臺中市梧棲區臺灣大道八段７６６號,120.5424,24.24798,(04)26565360,0,實名制快篩販售上午8:30-12:00下午2:30-9:00售完為止星期日停售
5936070124,福美藥局,臺中市后里區墩北村四村路１０３號,120.7131,24.30545,(04)25562058,0,早上8:00販售快篩，售完為止
5936071158,保仁藥局,臺中市后里區甲后路一段５８５號,120.7191,24.30932,(04)25573342,0,周一到周六早上8:00開始領取口罩；周日不販售口罩
5936071185,后里東亞大藥局,臺中市后里區民生路１２３號,120.7164,24.3071,(04)25570225,0,實名制快篩每周一到周日，早上8:00開始販售（售完為止）
5936080077,明興藥局,臺中市神岡區北庄里中山路１０３７號,120.6711,24.25617,(04)25621030,0,週日休息，快篩11:00
5936081172,民翔藥局,臺中市神岡區昌平路５段４８０號,120.685,24.24623,(04)25633323,0,無
5936081243,安麗兒藥局神岡店,臺中市神岡區中山路１４５８號,120.6612,24.25898,(04)25629649,0,快篩領取一律現場排隊.販售時間星期一至星期五下午14:00-16:00 .星期六 日無販售
5936090037,皇杰藥局,臺中市潭子區潭興路２段４２９號,120.7083,24.21068,(04)25367109,0,星期日有賣口罩，星期一沒有口罩賣.
5936090126,頭張藥局,臺中市潭子區頭張路一段１０８號,120.6998,24.1945,(04)25334510,0,快篩販售 早上8點開始不分單雙號65歲以上 免費領快篩一份
5936090144,宏仁藥局,臺中市潭子區潭陽里潭子街２段８號,120.707,24.21152,(04)25367266,0,目前到貨時間不定，發放時間滾動式調整
5936090171,信源藥局,臺中市潭子區潭北里潭子街三段３９號,120.7067,24.21431,(04)25367233,0,快篩試劑上午8點販售（每日）
5936090224,海源大藥局,臺中市潭子區潭秀里中山路２段４８７號,120.705,24.216,(04)25312187,0,快篩試劑週一到週六上午8:30至晚上10:30點週日上午9:00到晚上10；30販賣。
5936091472,豐全藥局,臺中市潭子區甘蔗里雅潭路一段一六一號,120.7011,24.21597,(04)25322350,0,.星期日店休
5936091534,潭子福倫藥局,臺中市潭子區中山路１段１９之８號,120.7023,24.19076,(04)25350918,0,政府快篩試劑每日皆銷售500元／盒，[清明&兒童節連續假期]正常銷售
5936100118,保昇藥局,臺中市大雅區月祥路９１２號,120.6292,24.24076,(04)25662495,0,即日起週一到週日現場販售，售完為止
5936101893,新信和藥局,臺中市大雅區民興街５０號,120.6482,24.22531,(04)25603058,0,營業時間8:00 - 12:30 ，15:00-19:00（週四，日公休）
5936102970,正豐藥局,臺中市大雅區民生路２段４號,120.6545,24.22937,(04)25678858,0,周一至週六上午11點開始販售快篩試劑
5936102998,妙昌藥局學府店,臺中市大雅區學府路２９９號,120.6491,24.22479,(04)25689841,0,無
5936103002,學府藥局,臺中市大雅區學府路２１７號１樓,120.6498,24.22214,(04)25609333,0,實名制快篩8:30-10:00  星期天下午晚上休息
5936103048,大雅藥局,臺中市大雅區雅環路２段２０號,120.6537,24.2247,(04)25653456,0,無
5936103066,大雅福倫藥局,臺中市大雅區學府路３５８號１樓,120.6485,24.22636,(04)25694218,0,營業時間 am08:00 ~ pm10:30
5936111111,政雄藥局,臺中市新社區興社街四段七五號,120.8083,24.24357,(04)25811087,0,12／31 01／02.  上午看診
5936111120,新安藥局,臺中市新社區興安路４９之１號,120.8096,24.24215,(04)25820690,0,快篩劑10:00販售.週日不販售
5936111148,荷仕康藥局,臺中市新社區興安路１８－３３號,120.8078,24.24042,(04)25826258,0,快篩販售時間：０８：００～２１：３０
5936120049,原隆安藥局,臺中市石岡區萬安里石岡街５３號,120.7767,24.27595,(04)25722833,0,周一至周日上午9點販售。若有時間異動，詳情關注FB: 原隆安藥局
5936150305,吳藥局,臺中市烏日區烏日里中山路二段２２４號,120.6219,24.1066,(04)23381148,0,無
5936150332,真安大藥局,臺中市烏日區興祥街３號,120.6389,24.10483,(04)23360401,0,無
5936150341,原全成藥局,臺中市烏日區中山路一段３８７號１樓,120.6388,24.10773,(04)23361818,0,實名制快篩販售時間：早上９點～晚上９點＂售完為止！※《實際庫存》可查詢快篩地圖※
5936151393,辰采藥局,臺中市烏日區學田路５８８號,120.6073,24.12307,(04)23372207,0,中藥飲片，處方簽領取，送藥到府，實名製快篩試劑，公費抗病毒藥物
5936160105,建昌藥局,臺中市大肚區蔗廓里遊園路二段１６８號,120.5807,24.17265,(04)26910357,0,星期一~星期日早上08:00開始販售實名制快篩
5936160132,大佶安藥局,臺中市大肚區頂街里沙田路二段７３４號,120.545,24.15309,(04)26992453,0,早上8:00開始現領快篩，處方藥.保健食品.奶粉都有專業藥師為您服務，諮詢電話:04-26984418
5936170094,葆信藥局,臺中市龍井區沙田路四段６００號,120.5461,24.1913,(04)26352782,0,實名制快篩:星期一~星期六 09:00-21:00 . 星期日公休
5936171331,澤士藤藥局,臺中市龍井區新東里新興路５３之９號１樓,120.5862,24.18155,(04)26523014,0,無
5936171359,健安藥局,臺中市龍井區國際街１５３號,120.5955,24.18746,(04)26527296,0,口罩販賣時段：週一至週六全天，週日晚上6：00
5936171386,國際大藥局,臺中市龍井區藝術街６號,120.5954,24.18751,(04)26522118,0,無
5936171402,上華藥局,臺中市龍井區新興路３７號,120.5882,24.18084,(04)26320433,0,周一至周日快篩販賣時間下午2點開始販售，賣完為止
5936171420,我家健康藥局,臺中市龍井區新興路４０之１１號１樓,120.5877,24.18127,(04)26317660,0,防疫口罩販售時段：09：30-11：50，售完為止
5936171439,健康生活藥局,臺中市龍井區新興路９６之２５號,120.5848,24.18202,(04)26523949,0,防疫快篩時段07:30-12：00，14：00-21：30，星期五公休
5936171457,德康藥局,臺中市龍井區新興路１３７號,120.5829,24.1822,(04)26320137,0,週一~週六早上9點15分開始販售-現場排隊~全年無休 慢簽領藥.母嬰用品.營養保健.嬰幼兒奶粉尿布
5936180152,祥暘藥局,臺中市霧峰區中正路１１６２號,120.6996,24.07068,(04)23391346,0,快篩實名制，每天16:00開始販售，售完為止。
5936181373,霧峰福倫藥局,臺中市霧峰區中正路９３６之１號,120.6989,24.06515,(04)23318818,0,無
5936190078,愛心藥局,臺中市太平區光華里中山路二段４１２－７號,120.7253,24.15023,(04)23929396,0,0830-1330.營業.....有配合實名制家用快篩發放..
5936190327,富眾藥局,臺中市太平區永豐路３５號,120.7131,24.12447,(04)22706009,0,111年平安吉祥年:星期一至星期六.下午1點.星期日:休息.
5936190336,仁和藥局,臺中市太平區新仁路一段１６０號,120.7034,24.11124,(04)22783239,0,口罩販賣時間詳情，請見藥局粉絲團專頁
5936190416,同安藥局,臺中市太平區新平路三段８７號,120.7202,24.15065,(04)23918391,0,服務時間：0900-2100，1300-1600休息。    週六下午起至週日全天公休
5936190550,衛民藥局,臺中市太平區宜欣二路７２號,120.7165,24.14456,(04)22795581,0,早上九點開始賣快篩 不用排隊
5936190649,杏原藥局,臺中市太平區新坪里樹孝路７７號,120.7199,24.15663,(04)23918768,0,早上9點現場排隊販賣口罩.快篩試劑
5936190676,中美藥師藥局,臺中市太平區中山路３段８５號,120.7173,24.14861,(04)22778238,0,無
5936190710,東亞藥師大藥局,臺中市太平區中興路６６號,120.7167,24.12806,(04)22787987,0,每日早上9:00~晚上9:00販賣快篩試劑
5936191851,佑昇藥局,臺中市太平區中平路１６號１樓,120.7207,24.13334,(04)22783697,0,無
5936191879,玖裕藥局,臺中市太平區樹孝路４５號１樓,120.7164,24.15076,(04)23917005,0,營業時間都可以現場直接購買
5936191913,興明健保藥局,臺中市太平區樹德路９７－６號,120.7113,24.15324,(04)23955521,0,週一至週六早上10:00開始販售實名制快篩劑
5936192018,和康藥局,臺中市太平區樹孝路４６２號,120.7203,24.15716,(04)23917355,0,實名制快篩販售星期一至六  晚上七點銷售完為止! 昨日有庫存早上繼續銷售!  5／29 假日早上9:00  加班!
5936192134,樹德大藥局,臺中市太平區樹德路１０２號１樓,120.7115,24.15386,(04)23981782,0,下午3點開始領號碼牌，分流領取，請勿依賴網站庫存
5936192198,德侑健保藥局,臺中市太平區中山路４段８６之１號,120.7108,24.1496,(04)23959617,0,無
5936192267,和康中西藥局,臺中市太平區新城里樹孝路１３１號,120.7177,24.15301,(04)23937297,0,快篩星期一至六 自費與公費 販售。（星期日不販售）
5936192278,亮亮藥局,臺中市太平區中興路１１２號,120.7152,24.12709,(04)22702005,0,快篩販售時間星期一至星期六早上8:30開始販售，售完為止
5936192312,安麗兒藥局太平店,臺中市太平區太平路１９０號,120.7204,24.12088,(04)22798819,0,無
5936192376,興隆藥局,臺中市太平區興隆路１段２５０號１樓,120.7305,24.11236,(04)22774633,0,口罩周一至周日早上8:30開始販售，售完為止。（周日不休息） 如需領藥請先電話洽詢
5936200032,優美藥師藥局,臺中市大里區新仁路３段２２７號,120.6848,24.11618,(04)24872277,0,無
5936200097,大里啄木鳥藥局,臺中市大里區中興路２段７２號,120.6871,24.09733,(04)24865725,0,快篩開賣時間AM 0815
5936200177,天霖藥局,臺中市大里區大里路３９之９號１樓,120.6882,24.10608,(04)24832481,0,快篩劑於每日08:40開始販售。
5936200257,裕祥藥局,臺中市大里區西榮里中興路二段３３２之７號,120.6899,24.11054,(04)24836389,0,無
5936200373,永隆藥局,臺中市大里區永隆一街３５號,120.68,24.10548,(04)24067388,0,周一~周日早上9點起開始販售實名制快篩（售完為止）
5936200453,慈輝藥師藥局,臺中市大里區大明路３０８號,120.6818,24.11521,(04)24876247,0,無
5936209287,德芳大藥局,臺中市大里區益民路二段３０４號１、２樓,120.684,24.11183,(04)24815932,0,快篩販售時間:下午3點~6點
5936209572,樺生藥局,臺中市大里區新里里新興路５５號,120.6769,24.09927,(04)24061162,0,無
5936209689,慈祐藥局,臺中市大里區成功二路一三０號,120.7044,24.09538,(04)24914799,0,星期日休息.快篩販售時間早上10:00開始
5936209769,懷安藥局,臺中市大里區立新街３６９號,120.7,24.10471,(04)22736808,0,以政府配送為主.預計每日下午2點憑健保卡領號碼牌.
5936209796,永欣藥局,臺中市大里區新里里新興路２４號,120.6773,24.09864,(04)24077085,0,無
593620A917,三商藥局,臺中市大里區中興路２段３３３、３３５號１、２樓,120.6899,24.1106,(04)24852072,0,快篩販售時間每周一至六早上9:30開賣~星期日下午3:30開賣~賣完為止
593620B138,聯生中西健保藥局,臺中市大里區現岱路１５８巷１１號,120.6919,24.10295,(04)24834058,0,早上八點半領號碼牌下午四點到六點領口罩W6W日早七點
